tier	match	us	file	line	zone	context
S	cancelled	canceled / canceling	montecarlo/mc_engine.js	669	comment	// case, which is what leaves a cancelled run's previous results on screen.
S	cancelled	canceled / canceling	montecarlo/mc_engine.js	699	comment	if (!stressOnly && main === null) return null;   // cancelled mid-pass
S	cancelled	canceled / canceling	montecarlo/mc_engine.js	708	comment	if (willRunStress && stress === null) return null;   // cancelled mid-pass
S	recognise	recognize	montecarlo/mc_engine.js	371	comment	// so the loop can recognise its own variation while it still holds that varia
S	centre	center	montecarlo/mc_tab.js	1318	comment	// The two synthetic models centre the yearly return distribution differently, and t
S	centre	center	montecarlo/mc_tab.js	1319	comment	ich one you are looking at. GBM's mu is a log drift, so the centre reported
S	centre	center	montecarlo/mc_tab.js	1321	comment	// the centre IS that number. Neither changes how volatility dr
S	cancelled	canceled / canceling	montecarlo/mc_tab.js	718	comment	// Same reason runMonteCarlo() clears it: a cancelled run never delivers its callback, and on the
S	cancelled	canceled / canceling	montecarlo/mc_tab.js	722	comment	// P91: the user cancelled, so do not quietly start another pass on their be
S	cancelled	canceled / canceling	montecarlo/mc_tab.js	888	comment	// errors, is cancelled or is terminated draws nothing and records nothin
S	labelled	labeled / labeling	montecarlo/mc_tab.js	387	comment	// Seed the timing model before the buttons are labelled, so they arrive carrying a cost rather
S	labelling	labeled / labeling	montecarlo/mc_tab.js	503	comment	// How the sequences on screen were chosen, for labelling. Prefers what the engine actually applied
S	greyed	gray	montecarlo/mc_tab.js	246	comment	left clickable with nothing to do. Their knobs are already greyed out in that mode.
S	grey	gray	montecarlo/mc_tab.js	1125	comment	ng is why neither arrow is ever disabled. The alternative - grey them out at the ends - left
V	afterwards	afterward	montecarlo/mc_tab.js	131	comment	behavior rather than a number, so it goes through the sync afterwards.
I	tick	check / checked / unchecked (a box) - vet: chart "ticks" are fine	montecarlo/mc_tab.js	682	comment	s its own stress pass (renderMCResults, below, in this same tick),
I	tick	check / checked / unchecked (a box) - vet: chart "ticks" are fine	montecarlo/mc_tab.js	948	comment	// promises). Read in the same tick as getInputs() below, so it names exactly what th
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	montecarlo/mc_tab.js	2214	code	x: { title: { display: true, text: 'Year' }, ticks: { maxTicksLimit: 10 } },
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	montecarlo/mc_tab.js	2217	code	ticks: {
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	montecarlo/mc_tab.js	2356	code	x: { title: { display: true, text: 'Year' }, ticks: { maxTicksLimit: 10 } },
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	montecarlo/mc_tab.js	2359	code	ticks: {
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	montecarlo/mc_tab.js	2687	code	ticks: { callback: v => (v * 100).toFixed(0) + '%' },
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	montecarlo/mc_tab.js	2690	code	const xAxis = { ticks: { maxTicksLimit: 10 } };
I	way round	way around	montecarlo/mc_tab.js	22	comment	plan's Guardrails twin (the plan with the switch the other way round), or -1.
I	way round	way around	montecarlo/mc_tab.js	534	comment	// The sidebar's plan with the Guardrails switch the other way round (P126). Built from the plan
V	sat	"was sat" (UK) -> sitting / sits (vet)	montecarlo/mc_tab.js	999	comment	// sat at pending with nothing in flight. After the rend
S	labelled	labeled / labeling	montecarlo/prng.js	464	comment	r, for a reason no reader could have guessed from a control labelled "how many worst
I	belt and braces	belt and suspenders	montecarlo/prng.js	508	comment	// them, so this never wraps; the modulo is belt and braces.
S	CANCELLED	canceled / canceling	montecarlo/rails_engine.js	143	code	const _RAILS_CANCELLED = Symbol('rails-cancelled');
S	cancelled	canceled / canceling	montecarlo/rails_engine.js	143	string	const _RAILS_CANCELLED = Symbol('rails-cancelled');
S	CANCELLED	canceled / canceling	montecarlo/rails_engine.js	209	code	if (h.shouldCancel()) throw _RAILS_CANCELLED;
S	CANCELLED	canceled / canceling	montecarlo/rails_engine.js	462	code	if (e === _RAILS_CANCELLED) return null;
V	sat	"was sat" (UK) -> sitting / sits (vet)	montecarlo/rails_engine.js	701	comment	// across the step sat between two numbers that were both wrong for that
S	behaviour	behavior	optimizer_changelog.md	1435	doc	- **Compare All Scenarios** is the old behaviour, renamed to say what it actually does.
S	labelled	labeled / labeling	optimizer_changelog.md	124	doc	**The Guardrails switch is now labelled GK-style.**
S	greys	gray	optimizer_changelog.md	428	doc	**The IRA Goal greys out for the strategies that ignore it.**
S	greys	gray	optimizer_changelog.md	431	doc	No value you type there changes their result. The field now greys out and says
S	greyed	gray	optimizer_changelog.md	699	doc	has already passed 65, the ACA income-cap options are still greyed out but
S	greyed	gray	optimizer_changelog.md	913	doc	IRMAA tier stay listed, greyed, showing the income where they begin. And a saved
S	greys	gray	optimizer_changelog.md	969	doc	and the *Ordered* strategy greys the switch out, because it draws in the sequence
V	afterwards	afterward	optimizer_changelog.md	387	doc	imported but never loaded again afterwards; those files now import and load like any other.
V	backwards	backward	optimizer_changelog.md	273	doc	there. That was backwards in two ways. What a converting year wants early i
V	backwards	backward	optimizer_changelog.md	1522	doc	return and backwards for inflation: 8.7% inflation was drawn in the sa
V	backwards	backward	optimizer_changelog.md	1878	doc	calculation", which was backwards.
I	untick	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_changelog.md	76	doc	with it.** Your settings and any page errors go unless you untick them:
I	tick	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_changelog.md	78	doc	plan link and a screenshot of the whole page go only if you tick them.
I	ticked	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_changelog.md	908	doc	saved with the box ticked load as Full COLA; unticked loads as No increase.
I	unticked	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_changelog.md	908	doc	saved with the box ticked load as Full COLA; unticked loads as No increase.
I	topped up	add to / replenish / refill	optimizer_changelog.md	509	doc	It shows the buffer being held, topped up, or broken into, and hides itself when there is n
I	fiddly	finicky	optimizer_changelog.md	853	doc	, and clicking one replays it. Picking one out there can be fiddly in the early years where
I	to hand	on hand / at hand (vet)	optimizer_changelog.md	2077	doc	lives in a Markdown file, and clicking through to one used to hand your
I	can do	elliptical "do" (UK) - drop "do"	optimizer_changelog.md	1642	doc	jobs that one pair of transactions can do.
I	would do	elliptical "do" (UK) - drop "do"	optimizer_changelog.md	2043	doc	would do. The 17 states the tool models with graduated bra
V	$2.8M	$xM / $xB	optimizer_changelog.md	574	doc	$2.8M plan at the 22% limit that was $168,500 of room l
V	$2M	$xM / $xB	optimizer_changelog.md	811	doc	once you set a fee. At 1% of $2M that is roughly $20,000 in the first year, compou
V	$2.1M	$xM / $xB	optimizer_changelog.md	1969	doc	On a couple aged 66 and 67 at the start with a $2.1M IRA and a $160,000 spending goal, the ACA 400%
V	sat	"was sat" (UK) -> sitting / sits (vet)	optimizer_changelog.md	546	doc	nual Details a balance column disappeared when that account sat at zero for the whole plan, so
V	sat	"was sat" (UK) -> sitting / sits (vet)	optimizer_changelog.md	1086	doc	r of unpaid spending while a seven-figure Brokerage balance sat there
V	sat	"was sat" (UK) -> sitting / sits (vet)	optimizer_changelog.md	1556	doc	The survival table sat between the Stress Test and the chart that goes w
V	sat	"was sat" (UK) -> sitting / sits (vet)	optimizer_changelog.md	2381	doc	Both only ever affected the Optimizer, but sat in the sidebar next to the strategy settings that
S	recognisable	recognizable	optimizer_changelog.md	2254	doc	tric in the Best table keeps its marker there too, so it is recognisable as the same row without
S	neighbouring	neighbor	optimizer_core.js	6201	comment	// family's curve instead of only the neighbouring steps. Returns null when the value is already on
S	neighbouring	neighbor	optimizer_core.js	6617	comment	Refine on the real $25k grid around the winner, re-testing neighbouring cutoffs since the
S	neighbouring	neighbor	optimizer_core.js	6749	comment	// for a family whose neighbouring years differ by very little, and every row is pai
S	licence	license	optimizer_core.js	2761	comment	filling it is the Optimizer ranking's job to surface, not a licence
S	modelled	modeled / modeling	optimizer_core.js	813	comment	* Not modelled: the mirror case at the other end, where benefits
S	modelled	modeled / modeling	optimizer_core.js	3229	comment	nRother' fell through to the Roth-first branch and silently modelled the
S	Labelled	labeled / labeling	optimizer_core.js	2113	comment	/ resumed run counts from the same end the whole plan does. Labelled rather than silent,
S	ENROLMENT	enroll / enrollment	optimizer_core.js	1675	comment	// PER-PERSON ENROLMENT. Not everyone 65+ is on Medicare: a person may be
S	greys	gray	optimizer_core.js	5555	comment	// the IRA Goal can change their outcome. The UI greys the IRA Goal field for exactly these.
S	greys	gray	optimizer_core.js	5568	comment	// or the field greys out on a control that works.
V	afterwards	afterward	optimizer_core.js	4238	comment	// When applyExtraConversion runs afterwards it recomputes over the same income plus its own
I	way round	way around	optimizer_core.js	6777	comment	// the switch the other way round (planRuleTwin). Plain text, so it serves the HTML
V	tidy	clean up - UK-leaning	optimizer_core.js	1470	comment	than reading `balance` at its own call site. That was not a tidy
V	tidy	clean up - UK-leaning	optimizer_core.js	4017	comment	ver route the fee through netWithdrawals to "keep the books tidy",
V	$2.1M	$xM / $xB	optimizer_core.js	41	comment	and not one year of it. On the default scenario that is ~$2.1M against ~$5.9M of terminal
V	$5.9M	$xM / $xB	optimizer_core.js	41	comment	year of it. On the default scenario that is ~$2.1M against ~$5.9M of terminal
V	$5M	$xM / $xB	optimizer_core.js	710	comment	* peaking at `B*g^2/4` a year - $6,125 on $5M at 7% - and, far worse, peaking in the MIDDLE of
V	$2.13M	$xM / $xB	optimizer_core.js	1898	comment	// nobody: on a plan where the first spouse died holding $2.13M, the household's whole RMD for
V	$2.8M	$xM / $xB	optimizer_core.js	3003	comment	income` = 0.150000, min equal to max, worth $168,500 on one $2.8M
V	$2.16M	$xM / $xB	optimizer_core.js	3551	comment	// the IRA held $2.16M - the 4th iteration was simply one short. 6 clear
V	$2M	$xM / $xB	optimizer_core.js	4007	comment	// $2M is ~$20,000 in year one and compounds for the who
V	$1.4M	$xM / $xB	optimizer_core.js	6606	comment	// $225k-$250k out of a $1.4M IRA (~16%), which sits below the first sample of
V	$3.3M	$xM / $xB	optimizer_core.js	6643	comment	// scenario and 3.3s at a $3.3M IRA, past this project's 2.5s budget. The prune t
V	$3.3M	$xM / $xB	optimizer_core.js	6650	comment	// silently lost the right answer (a $3.3M scenario reported 25% against a true 5%): a plan
V	$3.56M	$xM / $xB	optimizer_core.js	7009	comment	🅡 arm is swept for everyone - P28 measured it worth up to +$3.56M and found no heuristic
V	sat	"was sat" (UK) -> sitting / sits (vet)	optimizer_core.js	1218	comment	gify whole rows. P86: the SumAdvisorFees running total that sat here
V	sat	"was sat" (UK) -> sitting / sits (vet)	optimizer_core.js	1575	comment	// RMD sat in month 11, and a conversion may not precede the
V	sat	"was sat" (UK) -> sitting / sits (vet)	optimizer_core.js	4480	comment	// The month the conversion ACTUALLY sat in, after the floor - not the one the mode asked
V	sat	"was sat" (UK) -> sitting / sits (vet)	optimizer_core.js	4532	comment	// did, for the months the proceeds actually sat there waiting to be spent.
S	unsanitised	unsanitized	optimizer_core.js	7263	comment	nk-name path produces a timestamp containing colons, so the unsanitised
S	honours	honor	optimizer_core.tests.js	5349	comment	// computeBracketCeiling only honours an IRMAA-tier ceiling once the household is insid
S	honoured	honor	optimizer_core.tests.js	7408	comment	// `skipSlow` is honoured ONLY by the browser tier. Node always passes fals
S	NEIGHBOUR	neighbor	optimizer_core.tests.js	6436	comment	// And it must not match a NEIGHBOUR. Every plan above differs from every other one, s
S	cancelled	canceled / canceling	optimizer_core.tests.js	5432	comment	// the fix is not cancelled out by its own safety belt.
S	cancelled	canceled / canceling	optimizer_core.tests.js	8008	string	test('P71: a cancelled job reports nothing at all', async () => {
S	cancelled	canceled / canceling	optimizer_core.tests.js	8009	comment	// The contract the UI depends on: a cancelled run resolves to null, and the caller reporting
S	cancelled	canceled / canceling	optimizer_core.tests.js	8015	string	assert(msg === null, 'a cancelled job returned a results message');
S	cancelled	canceled / canceling	optimizer_core.tests.js	8872	string	test('P128: a cancelled rails job resolves to nothing', async () => {
S	modelled	modeled / modeling	optimizer_core.tests.js	7331	comment	cause `Infinity <= amount` is never true — and 21 of the 38 modelled
S	labelled	labeled / labeling	optimizer_core.tests.js	6989	comment	// ...)` was labelled "neither 65 at start" - but the plan cannot start
S	labelled	labeled / labeling	optimizer_core.tests.js	7932	string	test('P80: every sampled year is labelled with the year that actually produced it', () => {
S	labelled	labeled / labeling	optimizer_core.tests.js	7976	string	'a wrapped scenario must NOT be labelled start + y; that is the bug this guards');
S	labelled	labeled / labeling	optimizer_core.tests.js	8254	template	f Object.entries(labels)) assert(P[k].label === l, `${k} is labelled ${P[k].label}, wanted ${l}`);
S	Enrolment	enroll / enrollment	optimizer_core.tests.js	4679	comment	// couple it is often true of one of them. Enrolment decides the premium and the surcharge
S	greys	gray	optimizer_core.tests.js	9558	comment	// The UI greys the IRA Goal field for IRA_GOAL_BLIND_STRATEGIES.
S	greyed	gray	optimizer_core.tests.js	9599	template	`P107: '${label}' reads the IRA Goal and must not be greyed`);
V	afterwards	afterward	optimizer_core.tests.js	6009	comment	the same as the average, and a capped plan never catches up afterwards.
V	afterwards	afterward	optimizer_core.tests.js	9051	comment	// afterwards. This is measured, not hypothesised: without it e
V	backwards	backward	optimizer_core.tests.js	2452	comment	// The case the old basis got backwards: the sizing line puts acaMAGI ON the cap, so the
V	backwards	backward	optimizer_core.tests.js	5476	comment	// likely to get backwards. `none` means NO MARGIN, not "no forward projecti
V	backwards	backward	optimizer_core.tests.js	7031	comment	// property so a later change that produces a backwards flip fails here rather than shipping.
V	backwards	backward	optimizer_core.tests.js	7051	template	, `clamping must never un-set the gate, got ${flipsToFalse} backwards flips`);
V	backwards	backward	optimizer_core.tests.js	9472	comment	// why the old rule had to reach backwards.
I	way round	way around	optimizer_core.tests.js	7301	comment	// which is the wrong way round for a tool that ships a widow-RMD objective.
I	knock-on	ripple / downstream (effect)	optimizer_core.tests.js	1088	comment	// the knock-on and not a second effect - the larger 2053 draw le
I	to hand	on hand / at hand (vet)	optimizer_core.tests.js	1149	comment	// never fires; the market has to hand it more than it planned for).
I	to hand	on hand / at hand (vet)	optimizer_core.tests.js	3418	comment	// the code used to hand every year the flat 2025 numbers while its own co
I	to hand	on hand / at hand (vet)	optimizer_core.tests.js	3616	comment	// the engine forgot to hand it pensionIncome/iraIncome. The third pass (resol
V	tidying up	clean up - UK-leaning	optimizer_core.tests.js	2856	comment	// break by "tidying up": fee dollars taken from an IRA are NOT taxable d
V	$1.5M	$xM / $xB	optimizer_core.tests.js	1081	comment	(2026-09-03). This fixture has the first death in 2052 with $1.5M still
V	$3M	$xM / $xB	optimizer_core.tests.js	1630	comment	// IWR = 50k/1M = 5%. After +200% return, raw portfolio ≈ $3M.
V	$1M	$xM / $xB	optimizer_core.tests.js	1727	string	[1000000, '$1M'], [1200000, '$1.2M'], [1234567890, '$1.23B'],
V	$1.2M	$xM / $xB	optimizer_core.tests.js	1727	string	[1000000, '$1M'], [1200000, '$1.2M'], [1234567890, '$1.23B'],
V	$1M	$xM / $xB	optimizer_core.tests.js	1738	string	assert(formatDollarShort(999500) === '$1M', `got ${formatDollarShort(999500)}`);
V	$2M	$xM / $xB	optimizer_core.tests.js	2234	comment	// shortfall despite a $2M IRA. Soft caps now draw IRA above the ceiling to
V	$3M	$xM / $xB	optimizer_core.tests.js	2368	comment	// inherits a household already 74 years old and a $3M IRA whose RMD alone clears the ceiling.
V	$3M	$xM / $xB	optimizer_core.tests.js	2439	comment	P87c ACA test uses, and deliberately so: a 400% cap with a $3M IRA behind it
V	$2M	$xM / $xB	optimizer_core.tests.js	2854	comment	// A 1% fee on $2M is ~$20,000 in year one and compounds for the who
V	$2.13M	$xM / $xB	optimizer_core.tests.js	3191	comment	link, 2026-09-03: on a plan whose first spouse died holding $2.13M, the
V	$1.68M	$xM / $xB	optimizer_core.tests.js	3273	comment	from the other side. CAP_BASE's person 1 dies at 74 holding $1.68M,
V	$1M	$xM / $xB	optimizer_core.tests.js	3870	comment	// converts nearly $1M here, so the actual arm's own conversion tax now
V	$1.2M	$xM / $xB	optimizer_core.tests.js	4448	comment	// carrying it over one. A 3% draw on $1.2M is about $36,000, so $0 pays no surcharge and $10
V	$1M	$xM / $xB	optimizer_core.tests.js	4546	comment	// from the $1M IRA, not have a slice split off into the $10k one
V	$2M	$xM / $xB	optimizer_core.tests.js	4869	comment	// Reproduces the observed $2M topology: five cyclic-fixedpct rows hold the five
V	$1.45M	$xM / $xB	optimizer_core.tests.js	5516	comment	// Security is a plan that cannot fund itself — $1.45M of assets against $1.8M of spending before
V	$1.8M	$xM / $xB	optimizer_core.tests.js	5516	comment	s a plan that cannot fund itself — $1.45M of assets against $1.8M of spending before
V	$1.5M	$xM / $xB	optimizer_core.tests.js	6168	comment	// modes the $1.5M fixture's fixed candidate started reporting a thr
V	$1.2M	$xM / $xB	optimizer_core.tests.js	6170	comment	// shape rather than guessed: at $1.2M fixed reports none and fixedpct reports 0.74, whi
V	$1M	$xM / $xB	optimizer_core.tests.js	6171	comment	// asymmetry this test exists to catch. Below about $1M neither reports one and the test would go
V	sat	"was sat" (UK) -> sitting / sits (vet)	optimizer_core.tests.js	1099	comment	The cent-level pins on spend, tax and final net worth that sat here were re-stamped at every
V	sat	"was sat" (UK) -> sitting / sits (vet)	optimizer_core.tests.js	8604	comment	ld field interpolation, kept for a message without a spine, sat between the two.
S	Normalised	Normalized	optimizer_core.tests.js	6935	comment	// spread its literals, not a behavior. Normalised on both sides so a faithful extraction
S	gkRaise	gkRaize	optimizer_core.tests.js	8741	code	const gkRaise = simulate({ ...GK_BASE, returnSequence: Array.fr
S	gkRaise	gkRaize	optimizer_core.tests.js	8742	code	assert(gkRaise[1].ruleAdj.includes('pros') && gkRaise[1]['-ruleM
S	gkRaise	gkRaize	optimizer_core.tests.js	8742	code	assert(gkRaise[1].ruleAdj.includes('pros') && gkRaise[1]['-ruleMove'] > 0, `GK raise: ${gkRaise[1].rule
S	gkRaise	gkRaize	optimizer_core.tests.js	8742	code	cludes('pros') && gkRaise[1]['-ruleMove'] > 0, `GK raise: ${gkRaise[1].ruleAdj} ${gkRaise[1]['-ruleMove']}`);
S	gkRaise	gkRaize	optimizer_core.tests.js	8742	code	ise[1]['-ruleMove'] > 0, `GK raise: ${gkRaise[1].ruleAdj} ${gkRaise[1]['-ruleMove']}`);
S	neutralises	neutralizes	optimizer_core.tests.js	9049	comment	// Node neutralises this with a load-time stub. The browser must NOT
S	hypothesised	hypothesized	optimizer_core.tests.js	9051	comment	// afterwards. This is measured, not hypothesised: without it exactly six byte-identity tests
S	unsanitised	unsanitized	optimizer_core.tests.js	9437	comment	// interpolated unsanitised, and the blank-name fallback is a timestamp conta
S	Greyed	gray	optimizer_styles_responsive.css	190	doc	/* A knob the current strategy ignores. Greyed rather than hidden, so it does not appear and
S	greyed	gray	optimizer_styles_responsive.css	192	doc	ecause the hover-over is the only thing that says WHY it is greyed. */
S	colour	color	optimizer_tests.js	1819	comment	vertical line STYLE has a legend entry. Compared by stroke colour, not by count:
S	behaviour	behavior	optimizer_tests.js	992	comment	tionSequence, spend escalates at inputs.inflation (existing behaviour unchanged).
S	labelled	labeled / labeling	optimizer_tests.js	1495	string	'no entry is labelled "no limit"');
S	labelled	labeled / labeling	optimizer_tests.js	1852	string	'"Show ACA/FPL" adds the row, labelled ACA / FPL');
S	greys	gray	optimizer_tests.js	1564	comment	// The ACA gate greys out the FPL options once every person in the plan
S	grey	gray	optimizer_tests.js	1568	comment	same first year and the same ages in it. The options still grey
S	greys	gray	optimizer_tests.js	1599	string	'a start age past 65 still greys the ACA rows out');
S	greys	gray	optimizer_tests.js	1674	comment	// cap to protect, so the gate greys the ACA rows out and the selection has to move.
V	afterwards	afterward	optimizer_tests.js	1410	comment	// doing to someone's page. Every value is put back afterwards.
V	backwards	backward	optimizer_tests.js	1762	comment	// column read top to bottom never runs backwards.
I	tick	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_tests.js	1820	comment	// the ACA row draws one tick per cap and they share a single entry, so countin
I	ticking	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_tests.js	3190	string	assertEqual(jobs.length, 1, 'P128o: ticking Auto-run starts a solve at once, without the debo
I	unticking	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_tests.js	3195	string	assertEqual(RailsState.debounce, null, 'P128o: unticking it leaves nothing scheduled');
I	way round	way around	optimizer_tests.js	1387	comment	// The control follows the state, not only the other way round - a select showing one goal
I	way round	way around	optimizer_tests.js	2376	comment	he plan as set, and the same plan with Guardrails the other way round =====
I	way round	way around	optimizer_tests.js	2391	template	Rule, on ? '' : 'gk', `rule '${rule}': and has it the other way round`);
V	$1M	$xM / $xB	optimizer_tests.js	712	comment	// Example: $1M IRA, want to get down to $200K over 10 years, 6%
V	$1M	$xM / $xB	optimizer_tests.js	716	comment	// Example: $1M IRA, want to get down to $200K in 1 year, 6% grow
V	$4M	$xM / $xB	optimizer_tests.js	2008	comment	// Reported against a real plan: a $4M IRA left to a survivor throws off a required dist
V	sat	"was sat" (UK) -> sitting / sits (vet)	optimizer_tests.js	2401	comment	// rightward every cell sat under the heading to its left, and the rightmost
S	neighbours	neighbor	optimizer_ui.js	4359	comment	// across its neighbours. The step-up glyph replaces it at a fraction of t
S	Centre	center	optimizer_ui.js	3271	comment	// Centre the first named column. Centring rather than left
S	centred	center	optimizer_ui.js	8958	comment	nst mid = y => y + ROW_H / 2 + 4;          // text baseline centred in a row
S	Centring	centering	optimizer_ui.js	3271	comment	// Centre the first named column. Centring rather than left-aligning also clears the sticky
S	Cancelling	canceled / canceling	optimizer_ui.js	1261	comment	e flag stuck true and every later click did nothing at all. Cancelling and re-queueing cannot
S	cancelled	canceled / canceling	optimizer_ui.js	8028	string	showMessage('Import cancelled.', 'warning');
S	cancelled	canceled / canceling	optimizer_ui.js	8368	string	showMessage('Import cancelled.', 'warning');
S	modelling	modeled / modeling	optimizer_ui.js	885	comment	// modelling a smaller portfolio than they will actually have,
S	labelled	labeled / labeling	optimizer_ui.js	4315	comment	//  1. First death - labelled "You" / "Spouse" (filing status flips; the deceas
S	Labelled	labeled / labeling	optimizer_ui.js	4317	comment	nal row, always someone's death since the plan ends at one. Labelled the
S	labelled	labeled / labeling	optimizer_ui.js	4321	comment	AA tier INCREASES over the prior year (e.g. Tier 1→Tier 2), labelled with
S	labelled	labeled / labeling	optimizer_ui.js	4374	comment	ck to the plan still moved spending up, and a GK-style year labelled 'no-cut'
S	labelled	labeled / labeling	optimizer_ui.js	5974	comment	// labelled "tax" everywhere. The scale is uniform, so it sha
S	labelled	labeled / labeling	optimizer_ui.js	9386	comment	// labelled "no limit", and selecting it produced $NaN for th
S	Enrolment	enroll / enrollment	optimizer_ui.js	761	comment	// the engine would not recognize. Enrolment defaults to TRUE, so the value sent is the
S	greyed	gray	optimizer_ui.js	969	comment	// nothing. Hide it rather than let it sit next to a greyed field.
S	greyed	gray	optimizer_ui.js	5354	comment	lth, a + b x (wealth / spine wealth). Interpolated rows are greyed.
S	grey	gray	optimizer_ui.js	5377	code	const grey = r.solved ? '' : 'color:#888;';
S	grey	gray	optimizer_ui.js	5378	code	rows.push(`<tr style="${grey}"><td style="${td}text-align:left;">${r.year}${r.
S	greys	gray	optimizer_ui.js	6460	comment	// hiding, the way the Ordered strategy greys out Roth-before-Brokerage.
S	greyed	gray	optimizer_ui.js	7004	comment	// knob is on, greyed until the switch is, and shown without the knob o
S	Greyed	gray	optimizer_ui.js	7029	comment	// 🅡 rows. Greyed rather than hidden, and the switch is NOT cleared
S	Greyed	gray	optimizer_ui.js	7037	comment	// Greyed and disabled rather than hidden, and the VALUE IS
S	greyed	gray	optimizer_ui.js	9261	comment	// Silent, on instruction. The options are greyed out above and nothing here can be acted
S	greyed	gray	optimizer_ui.js	9274	comment	// the ACA options are greyed out, and a user who cannot select them could othe
S	Greyed	gray	optimizer_ui.js	9521	comment	// Greyed the same way updateACAWarning() greys a lapsed AC
S	greys	gray	optimizer_ui.js	9521	comment	// Greyed the same way updateACAWarning() greys a lapsed ACA entry, so "listed but not
S	ageing	aging	optimizer_ui.js	9481	comment	// The trailing `(1 + cpi)` is the engine's, ageing a 2025 FPL figure into the plan's first year,
S	maths	math	optimizer_ui.js	3267	comment	// hide the mirror scrollbar and the scroll maths would land on 0.
V	backwards	backward	optimizer_ui.js	4081	comment	// would render a third SMALLER than "half" and read backwards. Its family (U+25D0..U+25D7) has no
V	backwards	backward	optimizer_ui.js	6706	comment	// reader would otherwise get backwards.
I	tick	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	3210	comment	switch tabs, work out which category the column belongs to, tick that category, then find the
I	Ticking	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	3258	comment	/ A column of all zeros stays hidden behind its own switch. Ticking the switch - rather than
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	4631	comment	for a log axis: 1k, 10k, 250k, 1M, 2.5M. Chart.js's own log ticks print raw
I	tick	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	4645	comment	// the geometry is identical - and only the tick generator changes. Registered on first use, so a
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	4655	code	const ticks = [];
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	4656	code	for (let p = p0; p <= p1; p++) ticks.push({ value: Math.pow(2, p) });
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	4659	code	return ticks;
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	4715	code	scales: { y: { ticks: dollarTicks } },
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	4776	code	acked: true,  title: { display: true, text: 'Tax ($)' },    ticks: dollarTicks },
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	4777	code	rea: false }, title: { display: true, text: 'Income ($)' }, ticks: dollarTicks },
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	4814	code	scales: { x: { stacked: true }, y: { stacked: true, ticks: dollarTicks } },
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	4841	code	scales: { x: { stacked: true }, y: { stacked: true, ticks: dollarTicks } },
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	4876	code	y:  { position: 'left', ticks: { callback: v => v + '%' } },
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	4878	code	title: { display: true, text: 'Buying power ($)' }, ticks: dollarTicks },
I	Ticking	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	5211	comment	// Auto-run. Ticking it on solves at once when what is on screen is no
I	ticked	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	5263	comment	with it on a solve is scheduled whether or not Auto-run is ticked.
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	5889	code	ticks: { callback: v => '$' + fmtAxisDollars(v) },
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	6043	code	y: { stacked: true, ticks: { callback: v => Math.round(v).toLocaleString()
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	7842	comment	// A column of green ticks next to every other row was three states of nothi
I	TICK	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	8951	code	const TICK_Y = 22, AXIS_Y = 30, ROW_H = 26, ROW_GAP = 10;
